register_id,direction,origin,destination,year,date,product,transport_mode,company_name,total_value
71,Exports,Japan,Spain,2015,11/04/15,Cars,Sea,Toyota,22000000
72,Exports,Japan,Spain,2015,12/04/15,Cars,Sea,Toyota,19000000
73,Exports,Japan,Spain,2015,13/04/15,Cars,Sea,Toyota,47000000
74,Exports,Japan,Spain,2015,14/04/15,Cars,Sea,Toyota,19000000
75,Exports,Japan,Spain,2015,15/04/15,Cars,Sea,Toyota,11000000
76,Exports,Japan,Spain,2015,16/04/15,Cars,Sea,Toyota,34000000
77,Exports,Japan,Spain,2015,17/04/15,Cars,Sea,Toyota,31000000
78,Exports,Japan,Spain,2015,18/04/15,Cars,Sea,Toyota,14000000
79,Exports,Japan,Spain,2015,19/04/15,Cars,Sea,Toyota,41000000
80,Exports,Japan,South Korea,2015,20/04/15,Cars,Sea,Toyota,24000000
81,Exports,Japan,South Korea,2015,21/04/15,Cars,Sea,Toyota,10000000
82,Exports,Japan,South Korea,2015,22/04/15,Cars,Sea,Toyota,20000000
83,Exports,Japan,South Korea,2015,23/04/15,Cars,Sea,Toyota,19000000
84,Exports,Japan,South Korea,2015,24/04/15,Cars,Sea,Toyota,45000000
85,Exports,Japan,South Korea,2015,25/04/15,Cars,Sea,Toyota,28000000
86,Exports,Japan,South Korea,2015,26/04/15,Cars,Sea,Toyota,25000000
87,Exports,Japan,South Korea,2015,27/04/15,Cars,Sea,Toyota,36000000
88,Exports,Japan,South Korea,2015,28/04/15,Cars,Sea,Toyota,15000000
89,Exports,Japan,South Korea,2015,29/04/15,Cars,Sea,Toyota,18000000
90,Exports,Japan,South Korea,2015,30/04/15,Cars,Sea,Toyota,25000000
91,Exports,Japan,South Korea,2015,01/05/15,Cars,Sea,Toyota,21000000
92,Exports,Japan,South Korea,2015,02/05/15,Cars,Sea,Toyota,17000000
93,Exports,Japan,South Korea,2015,03/05/15,Cars,Air,Toyota,27000000
94,Exports,Japan,South Korea,2015,04/05/15,Cars,Air,Toyota,30000000
95,Exports,Japan,South Korea,2015,05/05/15,Cars,Air,Toyota,11000000
96,Exports,Japan,South Korea,2015,06/05/15,Cars,Air,Toyota,10000000
97,Exports,Japan,South Korea,2015,07/05/15,Cars,Air,Toyota,16000000
98,Exports,Japan,South Korea,2015,08/05/15,Cars,Air,Toyota,37000000
99,Exports,Japan,South Korea,2015,09/05/15,Cars,Air,Toyota,15000000
100,Exports,Japan,South Korea,2015,10/05/15,Cars,Air,Toyota,20000000
101,Exports,Japan,South Korea,2015,11/05/15,Cars,Air,Toyota,25000000
102,Exports,Japan,South Korea,2015,12/05/15,Cars,Air,Toyota,9000000
103,Exports,Japan,South Korea,2015,13/05/15,Cars,Air,Toyota,15000000
104,Exports,Japan,South Korea,2015,14/05/15,Cars,Air,Toyota,22000000
105,Exports,Japan,South Korea,2015,15/05/15,Cars,Air,Toyota,32000000
106,Exports,Japan,South Korea,2015,16/05/15,Cars,Air,Toyota,30000000
107,Exports,Japan,USA,2015,17/05/15,Machinery and electronics,Air,ReachExt J.J,18000000
108,Exports,Japan,USA,2015,18/05/15,Machinery and electronics,Air,ReachExt J.J,23000000
109,Exports,Japan,USA,2015,19/05/15,Machinery and electronics,Air,ReachExt J.J,10000000
110,Exports,Japan,USA,2015,20/05/15,Machinery and electronics,Air,ReachExt J.J,12000000
111,Exports,Japan,USA,2015,21/05/15,Machinery and electronics,Air,ReachExt J.J,24000000
112,Exports,Japan,USA,2015,22/05/15,Machinery and electronics,Air,ReachExt J.J,38000000
113,Exports,Japan,USA,2015,23/05/15,Machinery and electronics,Air,ReachExt J.J,13000000
114,Exports,Japan,USA,2015,24/05/15,Machinery and electronics,Air,ReachExt J.J,18000000
115,Exports,Japan,USA,2015,25/05/15,Machinery and electronics,Air,ReachExt J.J,25000000
116,Exports,Japan,USA,2015,26/05/15,Machinery and electronics,Air,ReachExt J.J,14000000
117,Exports,Japan,USA,2015,27/05/15,Machinery and electronics,Air,ReachExt J.J,16000000
118,Exports,Japan,USA,2015,28/05/15,Machinery and electronics,Air,ReachExt J.J,28000000
119,Exports,Japan,USA,2015,29/05/15,Machinery and electronics,Air,ReachExt J.J,44000000
120,Exports,Japan,USA,2015,30/05/15,Machinery and electronics,Air,ReachExt J.J,27000000
121,Exports,Japan,USA,2015,31/05/15,Machinery and electronics,Air,ReachExt J.J,15000000
122,Exports,Japan,USA,2015,01/06/15,Machinery and electronics,Air,ReachExt J.J,24000000
123,Exports,Japan,USA,2015,02/06/15,Machinery and electronics,Air,ReachExt J.J,31000000
124,Exports,Japan,USA,2015,03/06/15,Machinery and electronics,Air,ReachExt J.J,7000000
125,Exports,Japan,USA,2015,04/06/15,Machinery and electronics,Air,ReachExt J.J,20000000
126,Exports,Japan,USA,2015,05/06/15,Machinery and electronics,Air,ReachExt J.J,41000000
127,Exports,Japan,USA,2015,06/06/15,Machinery and electronics,Air,ReachExt J.J,15000000
128,Exports,Japan,USA,2015,07/06/15,Machinery and electronics,Air,ReachExt J.J,26000000
129,Exports,Japan,USA,2015,08/06/15,Machinery and electronics,Air,Panasonic Co,32000000
130,Exports,Japan,USA,2015,09/06/15,Machinery and electronics,Air,Panasonic Co,10000000
131,Exports,Japan,USA,2015,10/06/15,Machinery and electronics,Air,Panasonic Co,8000000
132,Exports,Japan,USA,2015,11/06/15,Machinery and electronics,Air,Panasonic Co,39000000
133,Exports,Japan,USA,2015,12/06/15,Machinery and electronics,Air,Panasonic Co,32000000
134,Exports,Japan,USA,2015,13/06/15,Machinery and electronics,Air,Panasonic Co,18000000
135,Exports,Japan,USA,2015,14/06/15,Machinery and electronics,Air,Panasonic Co,20000000
136,Exports,Japan,USA,2015,15/06/15,Machinery and electronics,Air,Panasonic Co,41000000
137,Exports,Japan,USA,2015,16/06/15,Machinery and electronics,Air,Panasonic Co,15000000
138,Exports,Japan,USA,2015,17/06/15,Machinery and electronics,Air,Panasonic Co,26000000
139,Exports,Japan,USA,2015,18/06/15,Machinery and electronics,Air,Panasonic Co,21000000
140,Exports,Japan,USA,2015,19/06/15,Machinery and electronics,Air,Panasonic Co,34000000
141,Exports,Japan,USA,2015,20/06/15,Machinery and electronics,Air,Panasonic Co,18000000
142,Exports,Japan,USA,2015,21/06/15,Machinery and electronics,Air,Panasonic Co,26000000
143,Exports,Japan,USA,2015,22/06/15,Machinery and electronics,Air,Panasonic Co,30000000
144,Exports,Japan,USA,2015,23/06/15,Machinery and electronics,Air,Panasonic Co,13000000
145,Exports,Japan,USA,2015,24/06/15,Machinery and electronics,Air,Panasonic Co,18000000
146,Exports,Japan,USA,2015,25/06/15,Machinery and electronics,Air,Panasonic Co,30000000
147,Exports,Japan,USA,2015,26/06/15,Machinery and electronics,Air,Panasonic Co,31000000
148,Exports,Japan,USA,2015,27/06/15,Machinery and electronics,Air,Panasonic Co,16000000
149,Exports,Japan,USA,2015,28/06/15,Machinery and electronics,Air,Panasonic Co,7000000
150,Exports,Japan,USA,2015,29/06/15,Machinery and electronics,Air,Panasonic Co,31000000
151,Exports,Japan,USA,2015,30/06/15,Machinery and electronics,Air,Panasonic Co,18000000
152,Exports,Japan,USA,2015,01/07/15,Machinery and electronics,Air,Panasonic Co,10000000
153,Exports,Germany,USA,2016,30/01/16,Cars,Sea,BMW,39000000
154,Exports,Germany,USA,2016,31/01/16,Cars,Sea,BMW,46000000
155,Exports,Germany,USA,2016,01/02/16,Cars,Sea,BMW,35000000
156,Exports,Germany,USA,2016,02/02/16,Cars,Sea,BMW,19000000
157,Exports,Germany,USA,2016,03/02/16,Cars,Sea,BMW,6000000
158,Exports,Germany,USA,2016,04/02/16,Cars,Sea,BMW,21000000
159,Exports,Germany,USA,2016,05/02/16,Cars,Sea,BMW,34000000
160,Exports,Germany,USA,2016,06/02/16,Cars,Sea,BMW,14000000
161,Exports,Germany,USA,2016,07/02/16,Cars,Sea,BMW,24000000
162,Exports,Germany,USA,2016,08/02/16,Cars,Sea,BMW,18000000
163,Exports,Germany,USA,2016,09/02/16,Cars,Sea,BMW,16000000
164,Exports,Germany,USA,2016,10/02/16,Cars,Sea,BMW,12000000
165,Exports,Germany,USA,2016,11/02/16,Cars,Sea,BMW,20000000
166,Exports,Germany,USA,2016,12/02/16,Cars,Sea,BMW,60000000
167,Exports,Germany,USA,2016,13/02/16,Machinery and electronics,Sea, Ma & Electronics Ltd,48000000
168,Exports,Germany,USA,2016,14/02/16,Machinery and electronics,Sea, Ma & Electronics Ltd,18000000
169,Exports,Germany,USA,2016,15/02/16,Machinery and electronics,Sea, Ma & Electronics Ltd,32000000
170,Exports,Germany,USA,2016,16/02/16,Machinery and electronics,Sea, Ma & Electronics Ltd,5000000
171,Exports,Germany,USA,2016,17/02/16,Machinery and electronics,Sea, Ma & Electronics Ltd,16000000
172,Exports,Germany,USA,2016,18/02/16,Machinery and electronics,Sea, Ma & Electronics Ltd,22000000
173,Exports,Germany,USA,2016,19/02/16,Machinery and electronics,Sea, Ma & Electronics Ltd,37000000
174,Exports,Germany,USA,2016,20/02/16,Machinery and electronics,Sea, Ma & Electronics Ltd,25000000
175,Exports,Germany,USA,2016,21/02/16,Machinery and electronics,Sea, Ma & Electronics Ltd,29000000
176,Exports,Germany,USA,2016,22/02/16,Machinery and electronics,Sea, Ma & Electronics Ltd,25000000
177,Exports,Germany,USA,2016,23/02/16,Cars,Sea,BMW,21000000
178,Exports,Germany,USA,2016,24/02/16,Cars,Sea,BMW,22000000
179,Exports,Germany,USA,2016,25/02/16,Cars,Sea,BMW,17000000
180,Exports,Germany,China,2016,26/02/16,Cars,Sea,BMW,47000000
181,Exports,Germany,China,2016,27/02/16,Cars,Sea,BMW,40000000
182,Exports,Germany,China,2016,28/02/16,Cars,Sea,BMW,26000000
183,Exports,Germany,China,2016,29/02/16,Cars,Sea,BMW,46000000
184,Exports,Germany,China,2016,01/03/16,Cars,Sea,BMW,19000000
185,Exports,Germany,China,2016,02/03/16,Cars,Sea,BMW,13000000
186,Exports,Germany,China,2016,03/03/16,Cars,Sea,BMW,21000000
187,Exports,Germany,China,2016,04/03/16,Cars,Sea,BMW,42000000
188,Exports,Germany,China,2016,05/03/16,Cars,Sea,BMW,29000000
189,Exports,Germany,China,2016,06/03/16,Cars,Sea,BMW,16000000
190,Exports,Germany,China,2016,07/03/16,Cars,Sea,BMW,29000000
191,Exports,Germany,China,2016,08/03/16,Pharmaceuticals,Air,Bayer AG,14000000
192,Exports,Germany,China,2016,09/03/16,Pharmaceuticals,Air,Bayer AG,13000000
193,Exports,Germany,China,2016,10/03/16,Pharmaceuticals,Air,Bayer AG,28000000
194,Exports,Germany,China,2016,11/03/16,Pharmaceuticals,Air,Bayer AG,34000000
195,Exports,Germany,China,2016,12/03/16,Pharmaceuticals,Air,Bayer AG,35000000
196,Exports,Germany,China,2016,13/03/16,Pharmaceuticals,Air,Bayer AG,29000000
197,Exports,Germany,China,2016,14/03/16,Pharmaceuticals,Air,Bayer AG,29000000
198,Exports,Germany,China,2016,15/03/16,Pharmaceuticals,Air,Bayer AG,14000000
199,Exports,Germany,China,2016,16/03/16,Pharmaceuticals,Air,Bayer AG,7000000
200,Exports,Germany,China,2016,17/03/16,Pharmaceuticals,Air,Bayer AG,24000000
201,Exports,Germany,China,2016,18/03/16,Pharmaceuticals,Air,Bayer AG,55000000
202,Exports,Germany,China,2016,19/03/16,Pharmaceuticals,Air,Bayer AG,26000000
203,Exports,Germany,China,2016,20/03/16,Pharmaceuticals,Air,Bayer AG,25000000
204,Exports,Germany,China,2016,21/03/16,Pharmaceuticals,Air,Bayer AG,17000000
205,Exports,Germany,China,2016,22/03/16,Machinery and electronics,Sea, Ma & Electronics Ltd,18000000
206,Exports,Germany,China,2016,23/03/16,Machinery and electronics,Sea, Ma & Electronics Ltd,13000000
207,Exports,Germany,China,2016,24/03/16,Machinery and electronics,Sea, Ma & Electronics Ltd,28000000
208,Exports,Germany,China,2016,25/03/16,Machinery and electronics,Sea, Ma & Electronics Ltd,34000000
209,Exports,Germany,China,2016,26/03/16,Machinery and electronics,Sea, Ma & Electronics Ltd,30000000
210,Exports,Germany,China,2016,27/03/16,Machinery and electronics,Sea, Ma & Electronics Ltd,25000000
211,Exports,Germany,China,2016,28/03/16,Machinery and electronics,Sea, Ma & Electronics Ltd,21000000
212,Exports,Germany,China,2016,29/03/16,Machinery and electronics,Sea, Ma & Electronics Ltd,11000000
213,Exports,Germany,China,2016,30/03/16,Machinery and electronics,Sea, Ma & Electronics Ltd,11000000
214,Exports,Germany,China,2016,31/03/16,Machinery and electronics,Sea, Ma & Electronics Ltd,42000000
215,Exports,Germany,China,2016,01/04/16,Machinery and electronics,Sea, Ma & Electronics Ltd,48000000
216,Exports,Germany,China,2016,02/04/16,Machinery and electronics,Sea, Ma & Electronics Ltd,14000000
217,Exports,Germany,China,2016,03/04/16,Machinery and electronics,Sea, Ma & Electronics Ltd,12000000
218,Exports,Germany,China,2016,04/04/16,Machinery and electronics,Sea, Ma & Electronics Ltd,25000000
219,Exports,Germany,China,2016,05/04/16,Machinery and electronics,Sea, Ma & Electronics Ltd,15000000
220,Exports,Germany,China,2016,06/04/16,Machinery and electronics,Sea, Ma & Electronics Ltd,6000000
221,Exports,Germany,China,2016,07/04/16,Pharmaceuticals,Air,Bayer AG,30000000
222,Exports,Germany,China,2016,08/04/16,Pharmaceuticals,Air,Bayer AG,30000000
223,Exports,Germany,China,2016,09/04/16,Pharmaceuticals,Air,Bayer AG,72000000
224,Exports,Germany,China,2016,10/04/16,Pharmaceuticals,Air,Bayer AG,16000000
225,Exports,Germany,China,2016,11/04/16,Pharmaceuticals,Air,Bayer AG,13000000
226,Exports,Germany,China,2016,12/04/16,Pharmaceuticals,Air,Bayer AG,18000000
227,Exports,Germany,China,2016,13/04/16,Pharmaceuticals,Air,Bayer AG,38000000
228,Exports,Germany,China,2016,14/04/16,Pharmaceuticals,Air,Bayer AG,22000000
229,Exports,Germany,China,2016,15/04/16,Pharmaceuticals,Air,Bayer AG,47000000
230,Exports,Germany,China,2016,16/04/16,Pharmaceuticals,Air,Bayer AG,12000000
231,Exports,Germany,China,2016,17/04/16,Pharmaceuticals,Air,Bayer AG,18000000
232,Exports,Germany,China,2016,18/04/16,Pharmaceuticals,Air,Bayer AG,19000000
233,Exports,Germany,China,2016,19/04/16,Pharmaceuticals,Air,Bayer AG,35000000
234,Exports,Germany,China,2016,20/04/16,Pharmaceuticals,Air,Bayer AG,37000000
235,Exports,Germany,China,2016,21/04/16,Pharmaceuticals,Air,Bayer AG,27000000
236,Exports,Germany,China,2016,22/04/16,Pharmaceuticals,Air,Bayer AG,48000000
237,Exports,Germany,China,2016,23/04/16,Pharmaceuticals,Air,Bayer AG,23000000
238,Exports,Germany,China,2016,24/04/16,Pharmaceuticals,Air,Bayer AG,22000000
239,Exports,Germany,China,2016,25/04/16,Cars,Sea,BMW,36000000
240,Exports,Germany,China,2016,26/04/16,Cars,Sea,BMW,12000000
241,Exports,Germany,China,2016,27/04/16,Cars,Sea,BMW,15000000
242,Exports,Germany,China,2016,28/04/16,Cars,Sea,BMW,33000000
243,Exports,Germany,China,2016,29/04/16,Cars,Sea,BMW,55000000
244,Exports,Germany,China,2016,30/04/16,Cars,Sea,BMW,14000000
245,Exports,Germany,China,2016,01/05/16,Cars,Sea,BMW,32000000
246,Exports,Germany,China,2016,02/05/16,Cars,Sea,BMW,13000000
247,Exports,Germany,China,2016,03/05/16,Cars,Sea,BMW,27000000
248,Exports,Germany,China,2016,04/05/16,Cars,Sea,BMW,11000000
249,Exports,Germany,China,2016,05/05/16,Cars,Sea,BMW,44000000
250,Exports,Germany,China,2016,06/05/16,Cars,Sea,BMW,56000000
251,Exports,Germany,China,2016,07/05/16,Cars,Sea,BMW,44000000
252,Exports,Germany,China,2016,08/05/16,Cars,Sea,BMW,19000000
253,Exports,Germany,China,2016,09/05/16,Cars,Sea,BMW,19000000
254,Exports,Germany,China,2016,10/05/16,Cars,Sea,BMW,21000000
255,Exports,Germany,China,2016,11/05/16,Cars,Sea,BMW,47000000
256,Exports,Germany,China,2016,12/05/16,Cars,Sea,BMW,21000000
257,Exports,Germany,China,2016,13/05/16,Cars,Sea,BMW,37000000
258,Exports,Germany,China,2016,14/05/16,Cars,Sea,BMW,20000000
259,Exports,Germany,China,2016,15/05/16,Cars,Sea,BMW,25000000
260,Exports,Germany,China,2016,16/05/16,Cars,Sea,BMW,8000000
261,Exports,Germany,Italy,2016,17/05/16,Cars,Rail,BMW,28000000
262,Exports,Germany,Italy,2016,18/05/16,Cars,Rail,BMW,12000000
263,Exports,Germany,Italy,2016,19/05/16,Cars,Rail,BMW,23000000
264,Exports,Germany,Italy,2016,20/05/16,Cars,Rail,BMW,63000000
265,Exports,Germany,Italy,2016,21/05/16,Cars,Rail,BMW,22000000
266,Exports,Germany,Italy,2016,22/05/16,Cars,Rail,BMW,24000000
267,Exports,Germany,Italy,2016,23/05/16,Cars,Rail,BMW,21000000
268,Exports,Germany,Italy,2016,24/05/16,Cars,Rail,BMW,18000000
269,Exports,Germany,Italy,2016,25/05/16,Cars,Rail,BMW,22000000
270,Exports,Germany,Italy,2016,26/05/16,Cars,Rail,BMW,36000000
271,Exports,Germany,Italy,2016,27/05/16,Cars,Rail,BMW,29000000
272,Exports,Germany,Italy,2016,28/05/16,Cars,Rail,BMW,30000000
273,Exports,Germany,Italy,2016,29/05/16,Cars,Rail,BMW,17000000
274,Exports,Germany,Italy,2016,30/05/16,Cars,Rail,BMW,22000000
275,Exports,Germany,Italy,2016,31/05/16,Cars,Rail,BMW,21000000
276,Exports,Germany,Italy,2016,01/06/16,Cars,Rail,BMW,21000000
277,Exports,Germany,Italy,2016,02/06/16,Cars,Rail,BMW,40000000
278,Exports,Germany,Italy,2016,03/06/16,Cars,Rail,BMW,66000000
279,Exports,Germany,Italy,2016,04/06/16,Cars,Rail,BMW,52000000
280,Exports,Germany,Italy,2016,05/06/16,Cars,Rail,BMW,29000000
281,Exports,Germany,Italy,2016,06/06/16,Cars,Rail,BMW,14000000
282,Exports,Germany,Italy,2016,07/06/16,Cars,Rail,BMW,12000000
283,Exports,Germany,Italy,2016,08/06/16,Cars,Rail,BMW,12000000
284,Exports,Germany,Italy,2016,09/06/16,Cars,Rail,BMW,25000000
285,Exports,Germany,Italy,2016,10/06/16,Pharmaceuticals,Air,Bayer AG,43000000
286,Exports,Germany,Italy,2016,11/06/16,Pharmaceuticals,Air,Bayer AG,37000000
287,Exports,Germany,Italy,2016,12/06/16,Pharmaceuticals,Air,Bayer AG,19000000
288,Exports,Germany,Italy,2016,13/06/16,Pharmaceuticals,Air,Bayer AG,18000000
289,Exports,Germany,Italy,2016,14/06/16,Pharmaceuticals,Air,Bayer AG,19000000
290,Exports,Germany,Italy,2016,15/06/16,Pharmaceuticals,Air,Bayer AG,15000000
291,Exports,Germany,Italy,2016,16/06/16,Pharmaceuticals,Air,Bayer AG,41000000
292,Exports,China,Japan,2016,17/06/16,Computers,Air,Lenovo Group Ltd,41000000
293,Exports,China,Japan,2016,18/06/16,Computers,Air,Lenovo Group Ltd,33000000
294,Exports,China,Japan,2016,19/06/16,Computers,Air,Lenovo Group Ltd,28000000
295,Exports,China,Japan,2016,20/06/16,Computers,Air,Lenovo Group Ltd,24000000
296,Exports,China,Japan,2016,21/06/16,Computers,Air,Lenovo Group Ltd,20000000
297,Exports,China,Japan,2016,22/06/16,Computers,Air,Lenovo Group Ltd,12000000
298,Exports,China,Japan,2016,23/06/16,Computers,Air,Lenovo Group Ltd,33000000
299,Exports,China,Japan,2016,24/06/16,Computers,Air,Lenovo Group Ltd,41000000
300,Exports,China,Japan,2016,25/06/16,Computers,Air,Lenovo Group Ltd,40000000
301,Exports,China,Japan,2016,26/06/16,Computers,Air,Lenovo Group Ltd,11000000
302,Exports,China,Japan,2016,27/06/16,Computers,Air,Lenovo Group Ltd,25000000
303,Exports,China,Japan,2016,28/06/16,Computers,Air,Lenovo Group Ltd,15000000
304,Exports,China,Japan,2016,29/06/16,Computers,Air,Lenovo Group Ltd,17000000
305,Exports,China,Japan,2017,04/02/17,Computers,Air,Lenovo Group Ltd,52000000
306,Exports,China,Japan,2017,05/02/17,Computers,Air,Lenovo Group Ltd,20000000
307,Exports,China,Japan,2017,06/02/17,Computers,Air,Lenovo Group Ltd,27000000
308,Exports,China,Japan,2017,07/02/17,Computers,Air,Lenovo Group Ltd,14000000
309,Exports,China,Japan,2017,08/02/17,Optical readers,Air,Shenzhen DJS Co Ltd,59000000
310,Exports,China,Japan,2017,09/02/17,Optical readers,Air,Shenzhen DJS Co Ltd,32000000
311,Exports,China,Japan,2017,10/02/17,Optical readers,Air,Shenzhen DJS Co Ltd,23000000
312,Exports,China,Japan,2017,11/02/17,Optical readers,Air,Shenzhen DJS Co Ltd,35000000
313,Exports,China,Japan,2017,12/02/17,Optical readers,Air,Shenzhen DJS Co Ltd,15000000
314,Exports,China,Japan,2017,13/02/17,Optical readers,Air,Shenzhen DJS Co Ltd,23000000
315,Exports,China,Japan,2017,14/02/17,Optical readers,Air,Shenzhen DJS Co Ltd,12000000
316,Exports,China,Japan,2017,15/02/17,Optical readers,Air,Shenzhen DJS Co Ltd,52000000
317,Exports,China,Japan,2017,16/02/17,Optical readers,Air,Shenzhen DJS Co Ltd,21000000
318,Exports,China,Japan,2017,17/02/17,Computers,Air,Lenovo Group Ltd,37000000
319,Exports,China,Japan,2017,18/02/17,Computers,Air,Lenovo Group Ltd,19000000
320,Exports,China,USA,2017,19/02/17,Computers,Air,Lenovo Group Ltd,27000000
321,Exports,China,USA,2017,20/02/17,Computers,Air,Lenovo Group Ltd,32000000
322,Exports,China,USA,2017,21/02/17,Computers,Air,Lenovo Group Ltd,23000000
323,Exports,China,USA,2017,22/02/17,Computers,Air,Lenovo Group Ltd,34000000
324,Exports,China,USA,2017,23/02/17,Computers,Air,Lenovo Group Ltd,17000000
325,Exports,China,USA,2017,24/02/17,Computers,Air,Lenovo Group Ltd,40000000
326,Exports,China,USA,2017,25/02/17,Computers,Air,Lenovo Group Ltd,25000000
